# The Lexicon of Place: how many `cell`-bearing tokens each Rust
# file may carry. See cli/tests/suite/lexicon_guard.rs.
#
# Every count here is the AREA sense (a lattice square, a chart
# square, a markdown-table cell) or a frozen serialized literal.
# A number may fall freely. Raising one needs a human's reason.
cli/src/concepts.rs	14
cli/src/main.rs	2
cli/src/repl.rs	1
cli/src/streams.rs	4
cli/src/systems.rs	12
cli/src/tropes.rs	23
cli/tests/suite/branches_coverage.rs	1
cli/tests/suite/docs_consistency.rs	51
cli/tests/suite/graph_cost.rs	1
cli/tests/suite/id_shift_invariance.rs	1
cli/tests/suite/repose_byte_identity.rs	1
cli/tests/suite/session_cost.rs	13
cli/tests/suite/system_coverage.rs	4
cli/tests/suite/trope_coverage.rs	8
clients/game/bin/examples/vision.rs	11
clients/game/bin/src/discovery.rs	3
clients/game/bin/src/driver.rs	35
clients/game/bin/src/input.rs	1
clients/game/bin/src/mercator.rs	5
clients/game/bin/src/plate.rs	41
clients/game/bin/src/term.rs	5
clients/game/bin/src/tiles.rs	9
clients/game/bin/tests/driver.rs	5
clients/game/core/src/cell.rs	48
clients/game/core/src/chart.rs	148
clients/game/core/src/endpaper.rs	2
clients/game/core/src/entry.rs	15
clients/game/core/src/level.rs	68
clients/game/core/src/lib.rs	10
clients/game/core/src/plan.rs	68
clients/game/core/src/schema.rs	59
clients/game/core/src/spread.rs	7
clients/game/core/src/strip.rs	3
clients/game/core/tests/cell.rs	12
clients/game/core/tests/chart.rs	20
clients/game/core/tests/monochrome_floor.rs	6
clients/game/core/tests/plan.rs	4
clients/game/core/tests/provenance.rs	16
clients/game/core/tests/schema.rs	17
clients/game/core/tests/spread.rs	10
domains/astronomy/src/eclipses.rs	2
domains/astronomy/src/render.rs	4
domains/climate/src/provider.rs	1
domains/climate/src/streams.rs	1
domains/climate/src/temperature.rs	3
domains/history/src/lib.rs	1
domains/language/src/paradigm.rs	16
domains/language/tests/suite/paradigm_properties.rs	7
domains/settlement/src/lib.rs	2
domains/species/src/lib.rs	1
domains/terrain/src/channel.rs	2
domains/terrain/src/lib.rs	2
domains/terrain/src/streams.rs	1
domains/terrain/tests/suite/channel_golden.rs	1
kernel/src/band.rs	1
kernel/src/color.rs	1
kernel/src/room.rs	1
tools/board/src/store.rs	4
tools/digest/src/render/delta.rs	2
tools/earth-mask/src/main.rs	1
windows/book/src/lib.rs	6
windows/hearsay/tests/probe_crossing_scale.rs	2
windows/lab/src/domesday/anomaly.rs	1
windows/lab/src/metrics.rs	22
windows/lab/src/tongue_distance.rs	1
windows/lab/tests/suite/rung_selection.rs	1
windows/lab/tests/suite/the_fare_calibration.rs	1
windows/lab/tests/suite/the_mire_calibration.rs	1
windows/locale/src/budget.rs	2
windows/locale/src/lib.rs	4
windows/locale/src/surface.rs	1
windows/scene/examples/illumination_probe.rs	20
windows/scene/src/lib.rs	2
windows/scene/src/surrounds.rs	245
windows/scene/src/surrounds_ascii.rs	190
windows/scene/tests/common/mod.rs	2
windows/scene/tests/suite/golden.rs	19
windows/scene/tests/suite/illumination_hypotheses.rs	38
windows/sentiment/tests/suite/believability.rs	7
windows/vessel/examples/turn_cost.rs	4
windows/vessel/src/chamber_prose.rs	1
windows/vessel/src/course.rs	1
windows/vessel/src/fabric.rs	21
windows/vessel/src/interior/pattern.rs	1
windows/vessel/src/lattice/allocate.rs	31
windows/vessel/src/lattice/anchor_cells.rs	106
windows/vessel/src/lattice/classify.rs	129
windows/vessel/src/lattice/grow.rs	94
windows/vessel/src/lattice/mod.rs	104
windows/vessel/src/lattice/occupancy.rs	47
windows/vessel/src/lattice/render.rs	55
windows/vessel/src/lattice/sight.rs	104
windows/vessel/src/lens.rs	5
windows/vessel/src/level_doc.rs	127
windows/vessel/src/lib.rs	4
windows/vessel/src/light.rs	150
windows/vessel/src/liveness.rs	12
windows/vessel/src/plan.rs	150
windows/vessel/src/purview.rs	39
windows/vessel/src/session.rs	530
windows/vessel/src/snapshot.rs	3
windows/vessel/src/streams.rs	6
windows/vessel/src/underground.rs	144
windows/vessel/src/underworld_level/carve.rs	143
windows/vessel/src/underworld_level/dense.rs	58
windows/vessel/src/underworld_level/mod.rs	216
windows/vessel/src/underworld_level/region.rs	2
windows/vessel/tests/common/mod.rs	1
windows/vessel/tests/suite/lantern_fabric.rs	2
windows/vessel/tests/suite/lantern_lens.rs	3
windows/vessel/tests/suite/lantern_light.rs	35
windows/vessel/tests/suite/lantern_night.rs	14
windows/vessel/tests/suite/lantern_seam.rs	31
windows/vessel/tests/suite/ooc_objective.rs	9
